Box Title,Box UID,Box Status,Override,CSV Path,QC Expiry (h),Last In-Spec QC / Fallback,Latest Match Time,Reason,Used Parsed Time,Sample,Test Name,Expected,k*StdDev,Low,High,Latest Value,Timestamp Source,In Spec,Units
Agilent GC,box_1870504657248,RED,,//asapserver/Labsharedrive/ASAP Lab Results/GC Results/Parsed/Gas Chromatograph_parsed.csv,24.00,2026-01-07 16:57:38,2026-01-07 16:57:38,"Critical issues in: QC, TESTING",YES,AJ25,IBP - D86,161.38,5.46,155.92,166.84,164.7,parsed,YES,C
Agilent GC,box_1870504657248,RED,,//asapserver/Labsharedrive/ASAP Lab Results/GC Results/Parsed/Gas Chromatograph_parsed.csv,24.00,2026-01-07 16:57:38,2026-01-07 16:57:38,"Critical issues in: QC, TESTING",YES,AJ25,10% - D86,196.62,2.54,194.08,199.16,200,parsed,NO,C
Agilent GC,box_1870504657248,RED,,//asapserver/Labsharedrive/ASAP Lab Results/GC Results/Parsed/Gas Chromatograph_parsed.csv,24.00,2026-01-07 16:57:38,2026-01-07 16:57:38,"Critical issues in: QC, TESTING",YES,AJ25,50% - D86,257.08,1.76,255.32,258.84,258.9,parsed,NO,C
Agilent GC,box_1870504657248,RED,,//asapserver/Labsharedrive/ASAP Lab Results/GC Results/Parsed/Gas Chromatograph_parsed.csv,24.00,2026-01-07 16:57:38,2026-01-07 16:57:38,"Critical issues in: QC, TESTING",YES,AJ25,90% - D86,323.24,3.34,319.9,326.58,324.02,parsed,YES,C
Agilent GC,box_1870504657248,RED,,//asapserver/Labsharedrive/ASAP Lab Results/GC Results/Parsed/Gas Chromatograph_parsed.csv,24.00,2026-01-07 16:57:38,2026-01-07 16:57:38,"Critical issues in: QC, TESTING",YES,AJ25,FBP - D86,354.51,4.24,350.27,358.75,355,parsed,YES,C
Multitek NS,box_1870507241056,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Sulfur Results/Multitek NS/Parsed Data/Multitek NS_parsed.csv,24.00,2026-01-06 08:49:36,2026-01-06 08:49:36,Warnings in: QC,YES,AJ25,Sulfur - D5453,8.9,1.48,7.42,10.38,8.79,parsed,YES,mg/kg
Eraspec,box_1870507241920,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,2026-01-07 09:35:21,2026-01-07 09:35:21,System nominal,YES,AJ24,API Gravity D4052-22,37.23,0.12,37.11,37.35,37.25,parsed,YES,API
Eraspec,box_1870507241920,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,2026-01-07 09:35:21,2026-01-07 09:35:21,System nominal,YES,AJ24,IBP - D86,180.83,6.24,174.59,187.07,180.8,parsed,YES,C
Eraspec,box_1870507241920,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,2026-01-07 09:35:21,2026-01-07 09:35:21,System nominal,YES,AJ24,10% - D86,211.93,2.6,209.33,214.53,211.9,parsed,YES,C
Eraspec,box_1870507241920,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,2026-01-07 09:35:21,2026-01-07 09:35:21,System nominal,YES,AJ24,50% - D86,262.62,1.8,260.82,264.42,262.6,parsed,YES,C
Eraspec,box_1870507241920,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,2026-01-07 09:35:21,2026-01-07 09:35:21,System nominal,YES,AJ24,90% - D86,328.16,3.2,324.96,331.36,328.2,parsed,YES,C
Eraspec,box_1870507241920,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,2026-01-07 09:35:21,2026-01-07 09:35:21,System nominal,YES,AJ24,FBP - D86,357.46,5.52,351.94,362.98,357.5,parsed,YES,C
PAC Flash 2,box_2201765855296,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Optiflash 2/Pac Flash 2_parsed.csv,24.00,2026-01-07 08:35:51,2026-01-07 08:35:51,System nominal,YES,AJ25,Flash - D3828,57.74,2.94,54.8,60.68,58,parsed,YES,C
Auto Grabner,box_1840573737440,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Auto Grabner/Auto Grabner_parsed.csv,24.00,2026-01-06 08:31:00,2026-01-06 08:31:00,Warnings in: QC,YES,AJ25,Flash - D3828,57.74,2.94,54.8,60.68,57,parsed,YES,C
Mini Grabner,box_1840573738448,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Flash Results.csv,24.00,2026-01-07 13:29:41.216984,2026-01-07 13:29:41.216984,System nominal,NO,AJ25,Flash - D3828,57.74,2.94,54.8,60.68,57.1,file_mtime,YES,C
Multitek S,box_1840573733840,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Sulfur Results/Multitek S/Parsed data/Multitek S_parsed.csv,24.00,2026-01-07 08:36:03,2026-01-07 08:36:03,System nominal,YES,AJ25,Sulfur - D5453,8.9,1.48,7.42,10.38,9.912,parsed,YES,mg/kg
PAC Flash 1,box_2096856031904,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Optiflash 1/Pac Flash 1_parsed.csv,24.00,2026-01-07 08:34:35,2026-01-07 08:34:35,System nominal,YES,AJ25,Flash - D3828,57.74,2.94,54.8,60.68,56,parsed,YES,C
Viscocity,box_2301728638432,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Viscosity - Kin Results/Viscosity - Kin Results.csv,24.00,2025-12-19 17:08:24.482937,2025-12-19 17:08:24.482937,Warnings in: QC,NO,AJ25,Viscosity - D445,2.36,0.0442,2.3158,2.4042,2.392,file_mtime,YES,mm2/s
Handheld API,box_2301728342368,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/API Results/API Results.csv,24.00,2025-12-23 11:25:55.075165,2025-12-23 11:25:55.075165,Warnings in: QC,NO,AJ25,API Gravity D4052-22,37.37,0.1,37.27,37.47,37.3,file_mtime,YES,API
OptiMPP 1,box_175810797800001,UNKNOWN,,//asapserver/Labsharedrive/ASAP Lab Results/Cloud & Pour/OptiMPP 1/OptiMPP 1_parsed.csv,168.00,,,"Missing data for: QC, TESTING",NO,Cloud CRM,Cloud - D7689,-7.4,2.8,-10.2,-4.6,,,,C
OptiMPP 1,box_175810797800001,UNKNOWN,,//asapserver/Labsharedrive/ASAP Lab Results/Cloud & Pour/OptiMPP 1/OptiMPP 1_parsed.csv,168.00,,,"Missing data for: QC, TESTING",NO,Pour CRM,Pour Point - D7346,-18.3,6.4,-24.7,-11.9,,,,C
OptiMPP 2,box_175810797800002,UNKNOWN,,//asapserver/Labsharedrive/ASAP Lab Results/Cloud & Pour/OptiMPP 2/optimpp 2_parsed.csv,168.00,,,"Missing data for: QC, TESTING",NO,Cloud CRM,Cloud - D7689,-7.4,2.8,-10.2,-4.6,,,,C
