Box Title,Box UID,Box Status,Override,CSV Path,QC Expiry (h),Last In-Spec QC / Fallback,Latest Match Time,Reason,Used Parsed Time,Sample,Test Name,Expected,k*StdDev,Low,High,Latest Value,Timestamp Source,In Spec,Units
Eraspec,box_1870507241920,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,2025-12-19 11:58:40,2025-12-19 11:58:40,Last in-spec QC is stale.,YES,AJ25,90% - D86,323.24,3.34,319.9,326.58,323.2,parsed,YES,C
Eraspec,box_1870507241920,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,2025-12-19 11:58:40,2025-12-19 11:58:40,Last in-spec QC is stale.,YES,AJ25,FBP - D86,354.51,4.24,350.27,358.75,354.5,parsed,YES,C
PAC Flash 2,box_2201765855296,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Optiflash 2/Pac Flash 2_parsed.csv,24.00,2025-12-19 16:38:21,2025-12-19 16:38:21,Last in-spec QC is stale.,YES,AJ25,Flash - D3828,57.74,2.94,54.8,60.68,59,parsed,YES,C
Auto Grabner,box_1840573737440,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Auto Grabner/Auto Grabner_parsed.csv,24.00,2025-12-19 08:52:10,2025-12-19 08:52:10,Last in-spec QC is stale.,YES,AJ25,Flash - D3828,57.74,2.94,54.8,60.68,57,parsed,YES,C
Mini Grabner,box_1840573738448,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Flash Results.csv,24.00,2025-12-19 16:53:58.418999,2025-12-19 16:53:58.418999,Last in-spec QC is stale.,NO,AJ25,Flash - D3828,57.74,2.94,54.8,60.68,57.2,file_mtime,YES,C
Multitek S,box_1840573733840,RED,,//asapserver/Labsharedrive/ASAP Lab Results/Sulfur Results/Multitek S/Parsed data/Multitek S_parsed.csv,24.00,,2025-12-18 09:28:01,At least one watched test is out of spec or missing.,YES,AJ25,Sulfur - D5453,8.9,1.48,7.42,10.38,0.145,parsed,NO,mg/kg
PAC Flash 1,box_2096856031904,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Optiflash 1/Pac Flash 1_parsed.csv,24.00,2025-12-19 08:37:15,2025-12-19 08:37:15,Last in-spec QC is stale.,YES,AJ25,Flash - D3828,57.74,2.94,54.8,60.68,58,parsed,YES,C
Viscocity,box_2301728638432,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Viscosity - Kin Results/Viscosity - Kin Results.csv,24.00,2025-12-19 17:08:24.482937,2025-12-19 17:08:24.482937,All watched tests are within expected ranges.,NO,AJ25,Viscosity - D445,2.36,0.0442,2.3158,2.4042,2.392,file_mtime,YES,mm2/s
Handheld API,box_2301728342368,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/API Results/API Results.csv,24.00,2025-12-19 17:16:26.220651,2025-12-19 17:16:26.220651,All watched tests are within expected ranges.,NO,AJ25,API Gravity D4052-22,37.37,0.1,37.27,37.47,37.3,file_mtime,YES,API
OptiMPP 1,box_175810797800001,UNKNOWN,,//asapserver/Labsharedrive/ASAP Lab Results/Cloud & Pour/OptiMPP 1/OptiMPP 1_parsed.csv,168.00,,,Insufficient data for one or more tests.,NO,Cloud CRM,Cloud - D7689,-7.4,2.8,-10.2,-4.6,,,,C
OptiMPP 1,box_175810797800001,UNKNOWN,,//asapserver/Labsharedrive/ASAP Lab Results/Cloud & Pour/OptiMPP 1/OptiMPP 1_parsed.csv,168.00,,,Insufficient data for one or more tests.,NO,Pour CRM,Pour Point - D7346,-18.3,6.4,-24.7,-11.9,,,,C
OptiMPP 2,box_175810797800002,UNKNOWN,,//asapserver/Labsharedrive/ASAP Lab Results/Cloud & Pour/OptiMPP 2/OptiMPP 2_parsed.csv,168.00,,,Insufficient data for one or more tests.,NO,Cloud CRM,Cloud - D7689,-7.4,2.8,-10.2,-4.6,,,,C
OptiMPP 2,box_175810797800002,UNKNOWN,,//asapserver/Labsharedrive/ASAP Lab Results/Cloud & Pour/OptiMPP 2/OptiMPP 2_parsed.csv,168.00,,,Insufficient data for one or more tests.,NO,Pour CRM,Pour Point - D7346,-18.3,6.4,-24.7,-11.9,,,,C
BenchTop Bio,box_2332332582384,UNKNOWN,,//asapserver/Labsharedrive/ASAP Lab Results/Bio Results/Bio Results.csv,24.00,,2025-11-12 17:45:34.915816,Insufficient data for one or more tests.,NO,SetaCheck 5%,Bio - D7371,5,0.5,4.5,5.5,,file_mtime,,%
AQUAMAX KF,box_1834023730592,UNKNOWN,,//asapserver/Labsharedrive/ASAP Lab Results/KF Results/KF Results.csv,24.00,,2025-12-19 08:40:11,Insufficient data for one or more tests.,NO,AJ25,KF - D6304,52.4,15,37.4,67.4,,file_mtime,,ppm
Eraspec NIR,box_1765996407293,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec NIR/eraspec nir_parsed.csv,24.00,2025-12-19 12:08:20,2025-12-19 12:08:20,Last in-spec QC is stale.,YES,AJ25,API Gravity D4052-22,37.37,0.1,37.27,37.47,37.27,parsed,YES,API
Eraspec NIR,box_1765996407293,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec NIR/eraspec nir_parsed.csv,24.00,2025-12-19 12:08:20,2025-12-19 12:08:20,Last in-spec QC is stale.,YES,AJ25,IBP - D86,161.38,5.46,155.92,166.84,161.38,parsed,YES,C
Eraspec NIR,box_1765996407293,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec NIR/eraspec nir_parsed.csv,24.00,2025-12-19 12:08:20,2025-12-19 12:08:20,Last in-spec QC is stale.,YES,AJ25,10% - D86,196.62,2.54,194.08,199.16,196.62,parsed,YES,C
Eraspec NIR,box_1765996407293,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec NIR/eraspec nir_parsed.csv,24.00,2025-12-19 12:08:20,2025-12-19 12:08:20,Last in-spec QC is stale.,YES,AJ25,50% - D86,257.08,1.76,255.32,258.84,257.08,parsed,YES,C
Eraspec NIR,box_1765996407293,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec NIR/eraspec nir_parsed.csv,24.00,2025-12-19 12:08:20,2025-12-19 12:08:20,Last in-spec QC is stale.,YES,AJ25,90% - D86,323.24,3.34,319.9,326.58,323.24,parsed,YES,C
Eraspec NIR,box_1765996407293,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec NIR/eraspec nir_parsed.csv,24.00,2025-12-19 12:08:20,2025-12-19 12:08:20,Last in-spec QC is stale.,YES,AJ25,FBP - D86,354.51,4.24,350.27,358.75,354.51,parsed,YES,C
