Box Title,Box UID,Box Status,Override,CSV Path,QC Expiry (h),Last In-Spec QC / Fallback,Latest Match Time,Reason,Used Parsed Time,Sample,Test Name,Expected,k*StdDev,Low,High,Latest Value,Timestamp Source,In Spec,Units
Agilent GC,box_1870504657248,RED,,//asapserver/Labsharedrive/ASAP Lab Results/GC Results/Parsed/Gas Chromatograph_parsed.csv,24.00,2026-01-09 14:37:45,2026-01-09 14:37:45,"Critical issues in: QC, TESTING",YES,AJ25,IBP - D86,161.38,5.46,155.92,166.84,163.31,parsed,YES,C
Agilent GC,box_1870504657248,RED,,//asapserver/Labsharedrive/ASAP Lab Results/GC Results/Parsed/Gas Chromatograph_parsed.csv,24.00,2026-01-09 14:37:45,2026-01-09 14:37:45,"Critical issues in: QC, TESTING",YES,AJ25,10% - D86,196.62,2.54,194.08,199.16,198.51,parsed,YES,C
Agilent GC,box_1870504657248,RED,,//asapserver/Labsharedrive/ASAP Lab Results/GC Results/Parsed/Gas Chromatograph_parsed.csv,24.00,2026-01-09 14:37:45,2026-01-09 14:37:45,"Critical issues in: QC, TESTING",YES,AJ25,50% - D86,257.08,1.76,255.32,258.84,259.12,parsed,NO,C
Agilent GC,box_1870504657248,RED,,//asapserver/Labsharedrive/ASAP Lab Results/GC Results/Parsed/Gas Chromatograph_parsed.csv,24.00,2026-01-09 14:37:45,2026-01-09 14:37:45,"Critical issues in: QC, TESTING",YES,AJ25,90% - D86,323.24,3.34,319.9,326.58,325.31,parsed,YES,C
Agilent GC,box_1870504657248,RED,,//asapserver/Labsharedrive/ASAP Lab Results/GC Results/Parsed/Gas Chromatograph_parsed.csv,24.00,2026-01-09 14:37:45,2026-01-09 14:37:45,"Critical issues in: QC, TESTING",YES,AJ25,FBP - D86,354.51,4.24,350.27,358.75,356.93,parsed,YES,C
Multitek NS,box_1870507241056,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Sulfur Results/Multitek NS/Parsed Data/Multitek NS_parsed.csv,24.00,2026-01-08 09:00:02,2026-01-08 09:00:02,Warnings in: QC,YES,AJ25,Sulfur - D5453,8.9,1.48,7.42,10.38,8.643,parsed,YES,mg/kg
Eraspec,box_1870507241920,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,2026-01-09 09:02:51,2026-01-09 09:02:51,Warnings in: QC,YES,AJ24,API Gravity D4052-22,37.23,0.12,37.11,37.35,37.19,parsed,YES,API
Eraspec,box_1870507241920,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,2026-01-09 09:02:51,2026-01-09 09:02:51,Warnings in: QC,YES,AJ24,IBP - D86,180.83,6.24,174.59,187.07,180.8,parsed,YES,C
Eraspec,box_1870507241920,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,2026-01-09 09:02:51,2026-01-09 09:02:51,Warnings in: QC,YES,AJ24,10% - D86,211.93,2.6,209.33,214.53,211.9,parsed,YES,C
Eraspec,box_1870507241920,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,2026-01-09 09:02:51,2026-01-09 09:02:51,Warnings in: QC,YES,AJ24,50% - D86,262.62,1.8,260.82,264.42,262.6,parsed,YES,C
Eraspec,box_1870507241920,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,2026-01-09 09:02:51,2026-01-09 09:02:51,Warnings in: QC,YES,AJ24,90% - D86,328.16,3.2,324.96,331.36,328.2,parsed,YES,C
Eraspec,box_1870507241920,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,2026-01-09 09:02:51,2026-01-09 09:02:51,Warnings in: QC,YES,AJ24,FBP - D86,357.46,5.52,351.94,362.98,357.5,parsed,YES,C
PAC Flash 2,box_2201765855296,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Optiflash 2/Pac Flash 2_parsed.csv,24.00,2026-01-09 09:08:35,2026-01-09 09:08:35,Warnings in: QC,YES,AJ25,Flash - D3828,57.74,2.94,54.8,60.68,57.5,parsed,YES,C
Auto Grabner,box_1840573737440,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Auto Grabner/Auto Grabner_parsed.csv,24.00,2026-01-09 10:00:08,2026-01-09 10:00:08,Warnings in: QC,YES,AJ25,Flash - D3828,57.74,2.94,54.8,60.68,57.5,parsed,YES,C
Mini Grabner,box_1840573738448,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Flash Results.csv,24.00,2026-01-09 09:46:29.989897,2026-01-09 09:46:29.989897,Warnings in: QC,NO,AJ25,Flash - D3828,57.74,2.94,54.8,60.68,57.6,file_mtime,YES,C
Multitek S,box_1840573733840,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Sulfur Results/Multitek S/Parsed data/Multitek S_parsed.csv,24.00,2026-01-09 09:05:09,2026-01-09 09:05:09,Warnings in: QC,YES,AJ25,Sulfur - D5453,8.9,1.48,7.42,10.38,10.139,parsed,YES,mg/kg
PAC Flash 1,box_2096856031904,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Optiflash 1/Pac Flash 1_parsed.csv,24.00,2026-01-09 09:07:49,2026-01-09 09:07:49,Warnings in: QC,YES,AJ25,Flash - D3828,57.74,2.94,54.8,60.68,56.5,parsed,YES,C
Viscosity,box_2301728638432,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Viscosity Results/Viscosity Results.csv,24.00,2026-01-08 11:33:09.590864,2026-01-08 11:33:09.590864,Warnings in: QC,NO,AJ25,Viscosity - D445,2.36,0.0442,2.3158,2.4042,2.365,file_mtime,YES,mm2/s
Handheld API,box_2301728342368,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/API Results/API Results.csv,24.00,2026-01-08 15:14:08.548007,2026-01-08 15:14:08.548007,Warnings in: QC,NO,AJ25,API Gravity D4052-22,37.37,0.1,37.27,37.47,37.3,file_mtime,YES,API
OptiMPP 1,box_175810797800001,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Cloud & Pour/OptiMPP 1/OptiMPP 1_parsed.csv,168.00,2026-01-08 13:11:47,2026-01-08 13:11:52,System nominal,YES,Cloud CRM,Cloud - D7689,-7.4,2.8,-10.2,-4.6,-6.5,parsed,YES,C
OptiMPP 1,box_175810797800001,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Cloud & Pour/OptiMPP 1/OptiMPP 1_parsed.csv,168.00,2026-01-08 13:11:47,2026-01-08 13:11:52,System nominal,YES,Pour CRM,Pour Point - D7346,-18.3,6.4,-24.7,-11.9,-18.3,parsed,YES,C
OptiMPP 2,box_175810797800002,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Cloud & Pour/OptiMPP 2/optimpp 2_parsed.csv,168.00,2026-01-08 09:33:44,2026-01-08 11:44:41,System nominal,YES,Cloud CRM,Cloud - D7689,-7.4,2.8,-10.2,-4.6,-6.4,parsed,YES,C
OptiMPP 2,box_175810797800002,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Cloud & Pour/OptiMPP 2/optimpp 2_parsed.csv,168.00,2026-01-08 09:33:44,2026-01-08 11:44:41,System nominal,YES,Pour CRM,Pour Point - D7346,-18.3,6.4,-24.7,-11.9,-18.3,parsed,YES,C
BenchTop Bio,box_2332332582384,UNKNOWN,,//asapserver/Labsharedrive/ASAP Lab Results/Bio Results/Bio Results.csv,24.00,,2025-11-12 17:45:34.915816,"Missing data for: QC, TESTING",NO,SetaCheck 5%,Bio - D7371,5,0.5,4.5,5.5,,file_mtime,,%
AQUAMAX KF,box_1834023730592,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/KF Results/KF Results.csv,24.00,2026-01-09 15:32:42.086967,2026-01-09 15:32:42.086967,Warnings in: QC,NO,AJ25,KF - D6304,52.4,15,37.4,67.4,43.53,file_mtime,YES,ppm
Eraspec NIR,box_1765996407293,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec NIR/eraspec nir_parsed.csv,24.00,2026-01-09 11:29:27,2026-01-09 11:29:27,Warnings in: QC,YES,AJ24,API Gravity D4052-22,37.23,0.12,37.11,37.35,37.11,parsed,YES,API
Eraspec NIR,box_1765996407293,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec NIR/eraspec nir_parsed.csv,24.00,2026-01-09 11:29:27,2026-01-09 11:29:27,Warnings in: QC,YES,AJ24,IBP - D86,180.83,6.24,174.59,187.07,180.83,parsed,YES,C
Eraspec NIR,box_1765996407293,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec NIR/eraspec nir_parsed.csv,24.00,2026-01-09 11:29:27,2026-01-09 11:29:27,Warnings in: QC,YES,AJ24,10% - D86,211.93,2.6,209.33,214.53,211.93,parsed,YES,C
Eraspec NIR,box_1765996407293,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec NIR/eraspec nir_parsed.csv,24.00,2026-01-09 11:29:27,2026-01-09 11:29:27,Warnings in: QC,YES,AJ24,50% - D86,262.62,1.8,260.82,264.42,262.62,parsed,YES,C
Eraspec NIR,box_1765996407293,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec NIR/eraspec nir_parsed.csv,24.00,2026-01-09 11:29:27,2026-01-09 11:29:27,Warnings in: QC,YES,AJ24,90% - D86,328.16,3.2,324.96,331.36,328.16,parsed,YES,C
Eraspec NIR,box_1765996407293,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec NIR/eraspec nir_parsed.csv,24.00,2026-01-09 11:29:27,2026-01-09 11:29:27,Warnings in: QC,YES,AJ24,FBP - D86,357.46,5.52,351.94,362.98,357.46,parsed,YES,C
