Box Title,Box UID,Box Status,Override,CSV Path,QC Expiry (h),Last In-Spec QC / Fallback,Latest Match Time,Reason,Used Parsed Time,Sample,Test Name,Expected,k*StdDev,Low,High,Latest Value,Timestamp Source,In Spec,Units
Agilent GC,box_1870504657248,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/GC Results/Parsed/Gas Chromatograph_parsed.csv,24.00,2025-10-30 16:43:10,2025-10-30 16:43:10,All watched tests are within expected ranges.,YES,AO24,90% - D86,331.84,3.8,328.04,335.64,334.14,parsed,YES,C
Multitek NS,box_1870507241056,RED,,//asapserver/Labsharedrive/ASAP Lab Results/Sulfur Results/Multitek NS/Parsed Data/Multitek NS_parsed.csv,24.00,2025-10-27 18:30:37,2025-10-27 18:30:37,Cached QC expired.,YES,AO24,Sulfur - D5453,9,1.7,7.3,10.7,9.034,parsed,YES,mg/kg
Eraspec,box_1870507241920,SERVICE,SERVICE,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,,,Insufficient data for one or more tests.,NO,AO24,API Gravity D4052-22,42.79,0.12,42.67,42.91,,,,API
Eraspec,box_1870507241920,SERVICE,SERVICE,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,,,Insufficient data for one or more tests.,NO,AO24,IBP - D86,165.69,5.56,160.13,171.25,,,,C
Eraspec,box_1870507241920,SERVICE,SERVICE,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,,,Insufficient data for one or more tests.,NO,AO24,10% - D86,189.11,2.24,186.87,191.35,,,,C
Eraspec,box_1870507241920,SERVICE,SERVICE,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,,,Insufficient data for one or more tests.,NO,AO24,50% - D86,246.67,2.24,244.43,248.91,,,,C
Eraspec,box_1870507241920,SERVICE,SERVICE,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,,,Insufficient data for one or more tests.,NO,AO24,90% - D86,331.84,3.8,328.04,335.64,,,,C
Eraspec,box_1870507241920,SERVICE,SERVICE,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,,,Insufficient data for one or more tests.,NO,AO24,FBP - D86,365.33,5.52,359.81,370.85,,,,C
PAC Flash 2,box_2201765855296,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Optiflash 2/Pac Flash 2_parsed.csv,24.00,2025-10-30 08:47:37,2025-10-30 08:47:37,All watched tests are within expected ranges.,YES,AO24,Flash - D3828,60.72,2.42,58.3,63.14,63,parsed,YES,C
Auto Grabner,box_1840573737440,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Auto Grabner/Auto Grabner_parsed.csv,24.00,2025-10-29 09:10:05,2025-10-29 09:10:05,Last in-spec QC is stale.,YES,AO24,Flash - D3828,60.72,2.42,58.3,63.14,59.5,parsed,YES,C
Mini Grabner,box_1840573738448,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Flash Results.csv,24.00,2025-10-30 00:00:28,2025-10-30 10:43:29.948842,All watched tests are within expected ranges.,NO,AO24,Flash - D3828,60.72,2.42,58.3,63.14,59.9,file_mtime,YES,C
Multitek S,box_1840573733840,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Sulfur Results/Multitek S/Parsed data/Multitek S_parsed.csv,24.00,2025-10-29 15:22:50,2025-10-29 15:22:50,Last in-spec QC is stale (cached).,YES,AO24,Sulfur - D5453,9,1.7,7.3,10.7,9.267,parsed,YES,mg/kg
PAC Flash 1,box_2096856031904,GREEN,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Optiflash 1/Pac Flash 1_parsed.csv,24.00,2025-10-30 08:46:28,2025-10-30 08:46:28,All watched tests are within expected ranges.,YES,AO24,Flash - D3828,60.72,2.42,58.3,63.14,61,parsed,YES,C
