Box Title,Box UID,Box Status,Override,CSV Path,QC Expiry (h),Last In-Spec QC / Fallback,Latest Match Time,Reason,Used Parsed Time,Sample,Test Name,Expected,k*StdDev,Low,High,Latest Value,Timestamp Source,In Spec,Units
Agilent GC,box_1870504657248,RED,,//asapserver/Labsharedrive/ASAP Lab Results/GC Results/Parsed/Gas Chromatograph_parsed.csv,24.00,,2025-11-21 16:58:22,At least one watched test is out of spec or missing.,YES,AJ24,90% - D86,328.16,3.2,324.96,331.36,324.16,parsed,NO,C
Multitek NS,box_1870507241056,RED,,//asapserver/Labsharedrive/ASAP Lab Results/Sulfur Results/Multitek NS/Parsed Data/Multitek NS_parsed.csv,24.00,,2025-11-12 18:13:57,At least one watched test is out of spec or missing.,YES,AJ24,Sulfur - D5453,7.16,1.06,6.1,8.22,5.969,parsed,NO,mg/kg
Eraspec,box_1870507241920,RED,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,,2025-11-17 17:54:36,At least one watched test is out of spec or missing.,YES,AJ24,API Gravity D4052-22,37.23,0.12,37.11,37.35,37.79,parsed,NO,API
Eraspec,box_1870507241920,RED,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,,2025-11-17 17:54:36,At least one watched test is out of spec or missing.,YES,AJ24,IBP - D86,180.83,6.24,174.59,187.07,,parsed,,C
Eraspec,box_1870507241920,RED,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,,2025-11-17 17:54:36,At least one watched test is out of spec or missing.,YES,AJ24,10% - D86,211.93,2.6,209.33,214.53,,parsed,,C
Eraspec,box_1870507241920,RED,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,,2025-11-17 17:54:36,At least one watched test is out of spec or missing.,YES,AJ24,50% - D86,262.62,1.8,260.82,264.42,,parsed,,C
Eraspec,box_1870507241920,RED,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,,2025-11-17 17:54:36,At least one watched test is out of spec or missing.,YES,AJ24,90% - D86,328.16,3.2,324.96,331.36,,parsed,,C
Eraspec,box_1870507241920,RED,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,,2025-11-17 17:54:36,At least one watched test is out of spec or missing.,YES,AJ24,FBP - D86,357.46,5.52,351.94,362.98,,parsed,,C
Eraspec,box_1870507241920,RED,,//asapserver/Labsharedrive/ASAP Lab Results/Eraspec/Eraspec_parsed.csv,24.00,,2025-11-17 17:54:36,At least one watched test is out of spec or missing.,YES,SetaCheck 5%,Bio - D7371,5,0.5,4.5,5.5,,,,%
PAC Flash 2,box_2201765855296,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Optiflash 2/Pac Flash 2_parsed.csv,24.00,2025-11-17 08:50:35,2025-11-17 08:50:35,Last in-spec QC is stale (cached).,YES,AJ24,Flash - D3828,72.27,2.24,70.03,74.51,72,parsed,YES,C
Auto Grabner,box_1840573737440,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Auto Grabner/Auto Grabner_parsed.csv,24.00,2025-11-17 10:16:55,2025-11-17 10:16:55,Last in-spec QC is stale (cached).,YES,AJ24,Flash - D3828,72.27,2.24,70.03,74.51,73,parsed,YES,C
Mini Grabner,box_1840573738448,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Flash Results.csv,24.00,2025-11-23 00:00:29,2025-11-19 12:27:40,Last in-spec QC is stale (cached).,NO,AJ24,Flash - D3828,72.27,2.24,70.03,74.51,71,file_mtime,YES,C
Multitek S,box_1840573733840,RED,,//asapserver/Labsharedrive/ASAP Lab Results/Sulfur Results/Multitek S/Parsed data/Multitek S_parsed.csv,24.00,,2025-11-19 17:19:12,At least one watched test is out of spec or missing.,YES,AJ24,Sulfur - D5453,7.16,1.06,6.1,8.22,9.607,parsed,NO,mg/kg
PAC Flash 1,box_2096856031904,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Flash Results/Optiflash 1/Pac Flash 1_parsed.csv,24.00,2025-11-17 08:49:52,2025-11-17 08:49:52,Last in-spec QC is stale (cached).,YES,AJ24,Flash - D3828,72.27,2.24,70.03,74.51,71,parsed,YES,C
Viscocity,box_2301728638432,YELLOW,,//asapserver/Labsharedrive/ASAP Lab Results/Viscosity - Kin Results/Viscosity - Kin Results.csv,24.00,2025-11-23 00:00:30,2025-11-13 17:04:13,Last in-spec QC is stale (cached).,NO,AJ24,Viscosity - D445,2.6226,0.047,2.5756,2.6696,2.656,file_mtime,YES,mm2/s
Handheld API,box_2301728342368,UNKNOWN,,//asapserver/Labsharedrive/ASAP Lab Results/API Results/API Results.csv,24.00,,,Insufficient data for one or more tests.,NO,AJ24,API Gravity D4052-22,37.23,0.12,37.11,37.35,,,,API
OptiMPP 1,box_175810797800001,UNKNOWN,,//asapserver/Labsharedrive/ASAP Lab Results/Cloud & Pour/OptiMPP 1/OptiMPP 1_parsed.csv,168.00,,,Insufficient data for one or more tests.,NO,Cloud CRM,Cloud - D7689,-7.4,2.8,-10.2,-4.6,,,,C
OptiMPP 1,box_175810797800001,UNKNOWN,,//asapserver/Labsharedrive/ASAP Lab Results/Cloud & Pour/OptiMPP 1/OptiMPP 1_parsed.csv,168.00,,,Insufficient data for one or more tests.,NO,Pour CRM,Pour Point - D7346,-18.3,6.4,-24.7,-11.9,,,,C
OptiMPP 2,box_175810797800002,UNKNOWN,,//asapserver/Labsharedrive/ASAP Lab Results/Cloud & Pour/OptiMPP 2/OptiMPP 2_parsed.csv,168.00,,,Insufficient data for one or more tests.,NO,Cloud CRM,Cloud - D7689,-7.4,2.8,-10.2,-4.6,,,,C
OptiMPP 2,box_175810797800002,UNKNOWN,,//asapserver/Labsharedrive/ASAP Lab Results/Cloud & Pour/OptiMPP 2/OptiMPP 2_parsed.csv,168.00,,,Insufficient data for one or more tests.,NO,Pour CRM,Pour Point - D7346,-18.3,6.4,-24.7,-11.9,,,,C
BenchTop Bio,box_2332332582384,UNKNOWN,,//asapserver/Labsharedrive/ASAP Lab Results/Bio Results/Bio Results.csv,24.00,,2025-11-12 17:45:34.915816,Insufficient data for one or more tests.,NO,SetaCheck 5%,Bio - D7371,5,0.5,4.5,5.5,,file_mtime,,%
AQUAMAX KF,box_1834023730592,RED,,//asapserver/Labsharedrive/ASAP Lab Results/KF Results/KF Results.csv,24.00,,2025-11-19 15:32:00,At least one watched test is out of spec or missing.,NO,AJ24,KF - D6304,69.6,15,54.6,84.6,46.78,file_mtime,NO,ppm
